date,trap,latitude,longitude,nummosquitos,wnvpresent,culex_pipiens,culex_pipiens/restuans,culex_restuans,tavg,depart,dewpoint,cool,weathertype_vc,weathertype_dz,weathertype_ra,weathertype_hz,weathertype_br,weathertype_fg,weathertype_ts,daylighthours,relative_humidity,preciptotal_roll1_lag10,stnpressure_roll7_lag28,sealevel_roll7_lag28,resultspeed_roll7_lag28
2007-05-29,T002,41.95469,-87.800991,1,0,0,1,0,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T002,41.95469,-87.800991,1,0,0,0,1,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T007,41.994991,-87.769279,1,0,0,0,1,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T015,41.974089,-87.824812,1,0,0,1,0,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T015,41.974089,-87.824812,4,0,0,0,1,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T045,41.9216,-87.666455,2,0,0,0,1,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T046,41.891118,-87.654491,1,0,0,0,1,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T048,41.867108,-87.654224,1,0,0,1,0,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T048,41.867108,-87.654224,2,0,0,0,1,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T049,41.896282,-87.655232,1,0,0,0,1,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T050,41.919343,-87.694259,1,0,0,1,0,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T054,41.921965,-87.632085,2,0,0,1,0,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T054,41.921965,-87.632085,3,0,0,0,1,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T086,41.688324,-87.676709,1,0,0,1,0,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T086,41.688324,-87.676709,1,0,0,0,1,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T091,41.862292,-87.64886,1,0,0,0,1,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T094,41.720848,-87.666014,3,0,0,0,1,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T096,41.731922,-87.677512,5,0,0,0,1,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T096,41.731922,-87.677512,1,0,1,0,0,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T129,41.891126,-87.61156,1,0,0,1,0,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T129,41.891126,-87.61156,2,0,0,0,1,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T143,41.999129,-87.795585,1,0,0,1,0,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T148,42.01743,-87.687769,1,0,0,1,0,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T153,41.907645,-87.760886,1,0,0,0,1,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-05-29,T159,41.732984,-87.649642,1,0,0,0,1,75.0,10.0,58.5,10.5,0,0,0,1,1,0,0,14.93,56.51410549704941,0.0,29.392142857142858,30.08142857142857,10.285714285714286
2007-06-05,T002,41.95469,-87.800991,3,0,0,1,0,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T002,41.95469,-87.800991,5,0,0,0,1,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T002,41.95469,-87.800991,1,0,1,0,0,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T015,41.974089,-87.824812,1,0,0,1,0,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T015,41.974089,-87.824812,2,0,0,0,1,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T045,41.9216,-87.666455,1,0,0,1,0,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T045,41.9216,-87.666455,2,0,0,0,1,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T045,41.9216,-87.666455,1,0,1,0,0,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T046,41.891118,-87.654491,1,0,0,0,1,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T048,41.867108,-87.654224,1,0,0,1,0,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T048,41.867108,-87.654224,1,0,0,0,1,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T048,41.867108,-87.654224,2,0,1,0,0,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T049,41.896282,-87.655232,2,0,0,0,1,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T050,41.919343,-87.694259,1,0,0,1,0,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T050,41.919343,-87.694259,1,0,0,0,1,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T054,41.921965,-87.632085,3,0,0,0,1,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T086,41.688324,-87.676709,4,0,0,0,1,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T094,41.720848,-87.666014,2,0,0,1,0,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T096,41.731922,-87.677512,1,0,0,1,0,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T096,41.731922,-87.677512,1,0,0,0,1,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T096,41.731922,-87.677512,1,0,1,0,0,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T143,41.999129,-87.795585,2,0,0,1,0,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T143,41.999129,-87.795585,9,0,0,0,1,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
2007-06-05,T153,41.907645,-87.760886,3,0,0,0,1,56.5,-9.0,47.5,0.0,0,0,1,0,1,0,0,15.1,71.74277710479528,0.645,29.41857142857143,30.110714285714288,10.342857142857143
